data,dia_semana,is_fim_de_semana,hora,id_cliente,perfil_cliente,bebida,valor_bebida,acompanhamento,valor_acompanhamento,canal,forma_pagamento,ticket_total
2026-01-16,Friday,0,18,158,Trabalhador,Mocha Belga,18.0,Torta de Limão Siciliano,16.0,Balcão,Pix,34.0
2026-01-16,Friday,0,17,32,Trabalhador,Espresso Premium,9.5,Quiche de Alho Poró,18.0,Delivery,Pix,27.5
2026-01-16,Friday,0,9,144,Ocasional,Cold Brew Especial,17.0,Cookie Artesanal,9.0,Delivery,Pix,26.0
2026-01-16,Friday,0,15,67,Ocasional,Cold Brew Especial,17.0,Cookie Artesanal,9.0,Balcão,Débito,26.0
2026-01-16,Friday,0,19,76,Trabalhador,Cold Brew Especial,17.0,Croissant Francês,13.0,Delivery,Pix,30.0
2026-01-16,Friday,0,11,83,Ocasional,Cold Brew Especial,17.0,Quiche de Alho Poró,18.0,Delivery,Crédito,35.0
2026-01-16,Friday,0,13,82,Fim de Semana,Espresso Premium,9.5,Quiche de Alho Poró,18.0,Balcão,Débito,27.5
2026-01-16,Friday,0,20,225,Ocasional,Mocha Belga,18.0,Cookie Artesanal,9.0,Delivery,Pix,27.0
2026-01-16,Friday,0,11,147,Trabalhador,Chá Orgânico,12.0,Cookie Artesanal,9.0,Delivery,Crédito,21.0
2026-01-16,Friday,0,9,92,Ocasional,Espresso Premium,9.5,Bolo Red Velvet,15.0,Balcão,Crédito,24.5
2026-01-16,Friday,0,12,258,Fim de Semana,Chá Orgânico,12.0,Quiche de Alho Poró,18.0,Delivery,Débito,30.0
2026-01-16,Friday,0,20,5,Fim de Semana,Cold Brew Especial,17.0,Sanduíche Caprese,19.0,Balcão,Débito,36.0
2026-01-16,Friday,0,9,111,Fim de Semana,Cappuccino Italiano,14.0,Torta de Limão Siciliano,16.0,Delivery,Crédito,30.0
2026-01-16,Friday,0,18,263,Trabalhador,Chá Orgânico,12.0,Cookie Artesanal,9.0,Balcão,Pix,21.0
2026-01-16,Friday,0,19,101,Ocasional,Chá Orgânico,12.0,Croissant Francês,13.0,Delivery,Pix,25.0
2026-01-16,Friday,0,18,222,Trabalhador,Cappuccino Italiano,14.0,Bolo Red Velvet,15.0,Delivery,Crédito,29.0
2026-01-16,Friday,0,14,76,Ocasional,Chá Orgânico,12.0,Torta de Limão Siciliano,16.0,Delivery,Crédito,28.0
2026-01-16,Friday,0,8,80,Ocasional,Latte Baunilha,16.0,Cookie Artesanal,9.0,Delivery,Crédito,25.0
2026-01-16,Friday,0,14,14,Ocasional,Cappuccino Italiano,14.0,Croissant Francês,13.0,Balcão,Débito,27.0
2026-01-16,Friday,0,14,191,Fim de Semana,Espresso Premium,9.5,Cookie Artesanal,9.0,Delivery,Pix,18.5
2026-01-16,Friday,0,17,173,Trabalhador,Chá Orgânico,12.0,Bolo Red Velvet,15.0,Delivery,Crédito,27.0
2026-01-16,Friday,0,9,138,Ocasional,Cold Brew Especial,17.0,Quiche de Alho Poró,18.0,Delivery,Débito,35.0
2026-01-16,Friday,0,16,163,Ocasional,Espresso Premium,9.5,Quiche de Alho Poró,18.0,Delivery,Débito,27.5
2026-01-16,Friday,0,20,51,Ocasional,Espresso Premium,9.5,Bolo Red Velvet,15.0,Balcão,Pix,24.5
2026-01-16,Friday,0,12,190,Ocasional,Cappuccino Italiano,14.0,Cookie Artesanal,9.0,Balcão,Crédito,23.0
2026-01-16,Friday,0,15,98,Fim de Semana,Cappuccino Italiano,14.0,Torta de Limão Siciliano,16.0,Balcão,Crédito,30.0
2026-01-16,Friday,0,11,259,Fim de Semana,Latte Baunilha,16.0,Torta de Limão Siciliano,16.0,Delivery,Débito,32.0
2026-01-16,Friday,0,19,146,Trabalhador,Chá Orgânico,12.0,Torta de Limão Siciliano,16.0,Balcão,Débito,28.0
2026-01-16,Friday,0,8,154,Ocasional,Mocha Belga,18.0,Bolo Red Velvet,15.0,Delivery,Débito,33.0
2026-01-16,Friday,0,7,105,Trabalhador,Cappuccino Italiano,14.0,Sanduíche Caprese,19.0,Balcão,Pix,33.0
2026-01-16,Friday,0,12,297,Ocasional,Cappuccino Italiano,14.0,Torta de Limão Siciliano,16.0,Delivery,Crédito,30.0
2026-01-16,Friday,0,8,200,Fim de Semana,Chá Orgânico,12.0,Bolo Red Velvet,15.0,Delivery,Pix,27.0
2026-01-16,Friday,0,10,5,Fim de Semana,Cold Brew Especial,17.0,Bolo Red Velvet,15.0,Balcão,Pix,32.0
2026-01-16,Friday,0,18,91,Trabalhador,Cappuccino Italiano,14.0,Quiche de Alho Poró,18.0,Balcão,Débito,32.0
2026-01-16,Friday,0,14,263,Trabalhador,Mocha Belga,18.0,Sanduíche Caprese,19.0,Balcão,Crédito,37.0
2026-01-16,Friday,0,19,98,Ocasional,Cold Brew Especial,17.0,Sanduíche Caprese,19.0,Delivery,Débito,36.0
2026-01-16,Friday,0,10,125,Trabalhador,Cappuccino Italiano,14.0,Sanduíche Caprese,19.0,Delivery,Débito,33.0
2026-01-16,Friday,0,12,60,Fim de Semana,Espresso Premium,9.5,Cookie Artesanal,9.0,Balcão,Crédito,18.5
2026-01-16,Friday,0,20,92,Ocasional,Espresso Premium,9.5,Sanduíche Caprese,19.0,Balcão,Débito,28.5
2026-01-16,Friday,0,11,269,Fim de Semana,Cold Brew Especial,17.0,Sanduíche Caprese,19.0,Delivery,Débito,36.0
2026-01-16,Friday,0,17,225,Trabalhador,Espresso Premium,9.5,Bolo Red Velvet,15.0,Balcão,Débito,24.5
2026-01-16,Friday,0,13,227,Ocasional,Chá Orgânico,12.0,Quiche de Alho Poró,18.0,Balcão,Crédito,30.0
2026-01-16,Friday,0,12,205,Trabalhador,Cappuccino Italiano,14.0,Bolo Red Velvet,15.0,Delivery,Crédito,29.0
2026-01-16,Friday,0,15,251,Trabalhador,Mocha Belga,18.0,Sanduíche Caprese,19.0,Delivery,Pix,37.0
2026-01-16,Friday,0,9,240,Fim de Semana,Cappuccino Italiano,14.0,Cookie Artesanal,9.0,Delivery,Pix,23.0
2026-01-16,Friday,0,16,268,Ocasional,Latte Baunilha,16.0,Bolo Red Velvet,15.0,Balcão,Débito,31.0
2026-01-16,Friday,0,8,134,Fim de Semana,Espresso Premium,9.5,Sanduíche Caprese,19.0,Balcão,Pix,28.5
2026-01-16,Friday,0,17,14,Fim de Semana,Latte Baunilha,16.0,Cookie Artesanal,9.0,Delivery,Pix,25.0
2026-01-16,Friday,0,9,234,Fim de Semana,Espresso Premium,9.5,Cookie Artesanal,9.0,Balcão,Débito,18.5
2026-01-16,Friday,0,11,105,Trabalhador,Espresso Premium,9.5,Sanduíche Caprese,19.0,Delivery,Crédito,28.5
2026-01-16,Friday,0,15,1,Fim de Semana,Chá Orgânico,12.0,Croissant Francês,13.0,Balcão,Débito,25.0
2026-01-16,Friday,0,17,211,Trabalhador,Mocha Belga,18.0,Sanduíche Caprese,19.0,Delivery,Débito,37.0
2026-01-16,Friday,0,13,144,Fim de Semana,Cappuccino Italiano,14.0,Quiche de Alho Poró,18.0,Delivery,Crédito,32.0
2026-01-16,Friday,0,19,108,Ocasional,Cold Brew Especial,17.0,Cookie Artesanal,9.0,Balcão,Débito,26.0
2026-01-16,Friday,0,15,165,Ocasional,Cold Brew Especial,17.0,Bolo Red Velvet,15.0,Delivery,Pix,32.0
2026-01-16,Friday,0,10,5,Trabalhador,Latte Baunilha,16.0,Torta de Limão Siciliano,16.0,Balcão,Crédito,32.0
2026-01-17,Saturday,1,15,220,Ocasional,Mocha Belga,18.0,Croissant Francês,13.0,Delivery,Pix,31.0
2026-01-17,Saturday,1,20,177,Ocasional,Espresso Premium,9.5,Bolo Red Velvet,15.0,Delivery,Pix,24.5
2026-01-17,Saturday,1,12,297,Ocasional,Mocha Belga,18.0,Sanduíche Caprese,19.0,Balcão,Pix,37.0
2026-01-17,Saturday,1,15,190,Ocasional,Latte Baunilha,16.0,Croissant Francês,13.0,Delivery,Débito,29.0
2026-01-17,Saturday,1,8,268,Ocasional,Latte Baunilha,16.0,Croissant Francês,13.0,Delivery,Crédito,29.0
2026-01-17,Saturday,1,10,8,Trabalhador,Latte Baunilha,16.0,Croissant Francês,13.0,Balcão,Crédito,29.0
2026-01-17,Saturday,1,15,242,Ocasional,Latte Baunilha,16.0,Bolo Red Velvet,15.0,Balcão,Pix,31.0
2026-01-17,Saturday,1,11,44,Fim de Semana,Cold Brew Especial,17.0,Bolo Red Velvet,15.0,Delivery,Débito,32.0
2026-01-17,Saturday,1,17,255,Ocasional,Chá Orgânico,12.0,Croissant Francês,13.0,Delivery,Débito,25.0
2026-01-17,Saturday,1,14,122,Fim de Semana,Chá Orgânico,12.0,Bolo Red Velvet,15.0,Balcão,Crédito,27.0
2026-01-17,Saturday,1,18,208,Trabalhador,Cappuccino Italiano,14.0,Bolo Red Velvet,15.0,Delivery,Pix,29.0
2026-01-17,Saturday,1,15,300,Ocasional,Espresso Premium,9.5,Bolo Red Velvet,15.0,Delivery,Pix,24.5
2026-01-17,Saturday,1,18,252,Fim de Semana,Mocha Belga,18.0,Bolo Red Velvet,15.0,Delivery,Crédito,33.0
2026-01-17,Saturday,1,14,119,Ocasional,Cappuccino Italiano,14.0,Torta de Limão Siciliano,16.0,Delivery,Crédito,30.0
2026-01-17,Saturday,1,20,43,Trabalhador,Latte Baunilha,16.0,Croissant Francês,13.0,Delivery,Débito,29.0
2026-01-17,Saturday,1,17,150,Trabalhador,Chá Orgânico,12.0,Cookie Artesanal,9.0,Balcão,Débito,21.0
2026-01-17,Saturday,1,10,76,Trabalhador,Chá Orgânico,12.0,Sanduíche Caprese,19.0,Delivery,Débito,31.0
2026-01-17,Saturday,1,14,1,Fim de Semana,Chá Orgânico,12.0,Torta de Limão Siciliano,16.0,Balcão,Débito,28.0
2026-01-17,Saturday,1,18,141,Fim de Semana,Latte Baunilha,16.0,Quiche de Alho Poró,18.0,Balcão,Pix,34.0
2026-01-17,Saturday,1,20,264,Fim de Semana,Cappuccino Italiano,14.0,Croissant Francês,13.0,Balcão,Crédito,27.0
2026-01-17,Saturday,1,15,261,Trabalhador,Cold Brew Especial,17.0,Cookie Artesanal,9.0,Delivery,Pix,26.0
2026-01-17,Saturday,1,10,291,Trabalhador,Espresso Premium,9.5,Croissant Francês,13.0,Balcão,Débito,22.5
2026-01-17,Saturday,1,19,92,Ocasional,Mocha Belga,18.0,Sanduíche Caprese,19.0,Balcão,Crédito,37.0
2026-01-17,Saturday,1,18,225,Fim de Semana,Cold Brew Especial,17.0,Cookie Artesanal,9.0,Balcão,Pix,26.0
2026-01-17,Saturday,1,17,26,Fim de Semana,Latte Baunilha,16.0,Sanduíche Caprese,19.0,Balcão,Débito,35.0
2026-01-17,Saturday,1,14,201,Ocasional,Latte Baunilha,16.0,Quiche de Alho Poró,18.0,Delivery,Crédito,34.0
2026-01-17,Saturday,1,16,236,Ocasional,Cold Brew Especial,17.0,Cookie Artesanal,9.0,Balcão,Pix,26.0
2026-01-17,Saturday,1,20,256,Fim de Semana,Espresso Premium,9.5,Torta de Limão Siciliano,16.0,Balcão,Pix,25.5
2026-01-17,Saturday,1,7,245,Trabalhador,Espresso Premium,9.5,Quiche de Alho Poró,18.0,Balcão,Débito,27.5
2026-01-17,Saturday,1,12,147,Ocasional,Mocha Belga,18.0,Cookie Artesanal,9.0,Balcão,Débito,27.0
2026-01-17,Saturday,1,16,153,Fim de Semana,Mocha Belga,18.0,Croissant Francês,13.0,Balcão,Débito,31.0
2026-01-17,Saturday,1,14,171,Ocasional,Latte Baunilha,16.0,Cookie Artesanal,9.0,Balcão,Débito,25.0
2026-01-17,Saturday,1,10,184,Fim de Semana,Cappuccino Italiano,14.0,Torta de Limão Siciliano,16.0,Balcão,Crédito,30.0
2026-01-17,Saturday,1,7,145,Fim de Semana,Mocha Belga,18.0,Cookie Artesanal,9.0,Balcão,Pix,27.0
2026-01-17,Saturday,1,14,175,Trabalhador,Cappuccino Italiano,14.0,Torta de Limão Siciliano,16.0,Balcão,Crédito,30.0
2026-01-17,Saturday,1,16,82,Trabalhador,Cold Brew Especial,17.0,Bolo Red Velvet,15.0,Balcão,Crédito,32.0
2026-01-17,Saturday,1,15,297,Trabalhador,Cappuccino Italiano,14.0,Cookie Artesanal,9.0,Delivery,Crédito,23.0
2026-01-17,Saturday,1,19,144,Fim de Semana,Mocha Belga,18.0,Quiche de Alho Poró,18.0,Balcão,Pix,36.0
2026-01-17,Saturday,1,13,16,Trabalhador,Espresso Premium,9.5,Bolo Red Velvet,15.0,Balcão,Crédito,24.5
2026-01-17,Saturday,1,13,205,Trabalhador,Cold Brew Especial,17.0,Croissant Francês,13.0,Delivery,Débito,30.0
2026-01-17,Saturday,1,7,262,Trabalhador,Cold Brew Especial,17.0,Croissant Francês,13.0,Balcão,Débito,30.0
2026-01-17,Saturday,1,9,285,Trabalhador,Mocha Belga,18.0,Cookie Artesanal,9.0,Delivery,Crédito,27.0
2026-01-17,Saturday,1,12,246,Fim de Semana,Mocha Belga,18.0,Croissant Francês,13.0,Balcão,Débito,31.0
2026-01-17,Saturday,1,18,118,Ocasional,Espresso Premium,9.5,Croissant Francês,13.0,Balcão,Débito,22.5
2026-01-17,Saturday,1,8,73,Fim de Semana,Cappuccino Italiano,14.0,Bolo Red Velvet,15.0,Balcão,Pix,29.0
2026-01-17,Saturday,1,20,282,Ocasional,Espresso Premium,9.5,Torta de Limão Siciliano,16.0,Balcão,Pix,25.5
2026-01-17,Saturday,1,12,182,Fim de Semana,Latte Baunilha,16.0,Croissant Francês,13.0,Balcão,Pix,29.0
2026-01-17,Saturday,1,7,270,Trabalhador,Mocha Belga,18.0,Torta de Limão Siciliano,16.0,Delivery,Débito,34.0
2026-01-17,Saturday,1,12,188,Fim de Semana,Cappuccino Italiano,14.0,Croissant Francês,13.0,Delivery,Pix,27.0
2026-01-17,Saturday,1,13,147,Ocasional,Espresso Premium,9.5,Cookie Artesanal,9.0,Balcão,Crédito,18.5
2026-01-17,Saturday,1,14,53,Trabalhador,Mocha Belga,18.0,Cookie Artesanal,9.0,Balcão,Pix,27.0
2026-01-17,Saturday,1,8,16,Trabalhador,Mocha Belga,18.0,Croissant Francês,13.0,Balcão,Débito,31.0
2026-01-17,Saturday,1,13,256,Ocasional,Espresso Premium,9.5,Quiche de Alho Poró,18.0,Delivery,Pix,27.5
2026-01-17,Saturday,1,17,76,Ocasional,Espresso Premium,9.5,Croissant Francês,13.0,Balcão,Pix,22.5
2026-01-17,Saturday,1,14,94,Fim de Semana,Cold Brew Especial,17.0,Croissant Francês,13.0,Balcão,Débito,30.0
2026-01-17,Saturday,1,13,55,Fim de Semana,Cold Brew Especial,17.0,Cookie Artesanal,9.0,Balcão,Pix,26.0
2026-01-17,Saturday,1,9,88,Ocasional,Chá Orgânico,12.0,Sanduíche Caprese,19.0,Delivery,Crédito,31.0
2026-01-17,Saturday,1,7,10,Trabalhador,Chá Orgânico,12.0,Croissant Francês,13.0,Balcão,Pix,25.0
2026-01-17,Saturday,1,17,204,Fim de Semana,Mocha Belga,18.0,Bolo Red Velvet,15.0,Delivery,Débito,33.0
2026-01-17,Saturday,1,14,16,Fim de Semana,Cold Brew Especial,17.0,Torta de Limão Siciliano,16.0,Balcão,Débito,33.0
2026-01-17,Saturday,1,18,24,Fim de Semana,Chá Orgânico,12.0,Croissant Francês,13.0,Balcão,Crédito,25.0
2026-01-17,Saturday,1,17,238,Ocasional,Chá Orgânico,12.0,Sanduíche Caprese,19.0,Delivery,Crédito,31.0
2026-01-17,Saturday,1,17,137,Ocasional,Cold Brew Especial,17.0,Torta de Limão Siciliano,16.0,Delivery,Crédito,33.0
2026-01-17,Saturday,1,20,188,Fim de Semana,Chá Orgânico,12.0,Bolo Red Velvet,15.0,Delivery,Débito,27.0
2026-01-17,Saturday,1,18,296,Ocasional,Cold Brew Especial,17.0,Bolo Red Velvet,15.0,Delivery,Pix,32.0
2026-01-17,Saturday,1,13,96,Trabalhador,Latte Baunilha,16.0,Sanduíche Caprese,19.0,Delivery,Crédito,35.0
2026-01-17,Saturday,1,11,183,Fim de Semana,Mocha Belga,18.0,Torta de Limão Siciliano,16.0,Delivery,Crédito,34.0
2026-01-17,Saturday,1,8,238,Trabalhador,Espresso Premium,9.5,Cookie Artesanal,9.0,Balcão,Pix,18.5
2026-01-17,Saturday,1,9,211,Fim de Semana,Latte Baunilha,16.0,Croissant Francês,13.0,Balcão,Pix,29.0
2026-01-17,Saturday,1,11,255,Fim de Semana,Chá Orgânico,12.0,Cookie Artesanal,9.0,Delivery,Débito,21.0
2026-01-17,Saturday,1,9,93,Trabalhador,Mocha Belga,18.0,Torta de Limão Siciliano,16.0,Delivery,Crédito,34.0
2026-01-17,Saturday,1,17,162,Trabalhador,Latte Baunilha,16.0,Quiche de Alho Poró,18.0,Balcão,Débito,34.0
2026-01-17,Saturday,1,14,50,Trabalhador,Chá Orgânico,12.0,Croissant Francês,13.0,Balcão,Pix,25.0
2026-01-17,Saturday,1,18,221,Trabalhador,Mocha Belga,18.0,Bolo Red Velvet,15.0,Balcão,Débito,33.0
2026-01-17,Saturday,1,20,47,Fim de Semana,Cold Brew Especial,17.0,Bolo Red Velvet,15.0,Delivery,Crédito,32.0
2026-01-17,Saturday,1,7,211,Ocasional,Latte Baunilha,16.0,Bolo Red Velvet,15.0,Balcão,Pix,31.0
2026-01-17,Saturday,1,18,243,Ocasional,Cold Brew Especial,17.0,Torta de Limão Siciliano,16.0,Balcão,Pix,33.0
2026-01-17,Saturday,1,14,298,Ocasional,Cappuccino Italiano,14.0,Torta de Limão Siciliano,16.0,Delivery,Débito,30.0
2026-01-17,Saturday,1,13,141,Trabalhador,Chá Orgânico,12.0,Cookie Artesanal,9.0,Delivery,Débito,21.0
2026-01-17,Saturday,1,13,7,Trabalhador,Cold Brew Especial,17.0,Sanduíche Caprese,19.0,Delivery,Pix,36.0
2026-01-17,Saturday,1,9,16,Fim de Semana,Latte Baunilha,16.0,Croissant Francês,13.0,Balcão,Pix,29.0
2026-01-17,Saturday,1,20,62,Ocasional,Latte Baunilha,16.0,Sanduíche Caprese,19.0,Delivery,Pix,35.0
2026-01-17,Saturday,1,13,187,Trabalhador,Espresso Premium,9.5,Bolo Red Velvet,15.0,Balcão,Pix,24.5
2026-01-17,Saturday,1,12,287,Ocasional,Cold Brew Especial,17.0,Cookie Artesanal,9.0,Delivery,Débito,26.0
2026-01-17,Saturday,1,19,135,Trabalhador,Mocha Belga,18.0,Bolo Red Velvet,15.0,Delivery,Pix,33.0
2026-01-17,Saturday,1,18,213,Ocasional,Espresso Premium,9.5,Croissant Francês,13.0,Delivery,Crédito,22.5
2026-01-17,Saturday,1,16,117,Trabalhador,Latte Baunilha,16.0,Croissant Francês,13.0,Delivery,Pix,29.0
2026-01-17,Saturday,1,14,134,Ocasional,Latte Baunilha,16.0,Sanduíche Caprese,19.0,Balcão,Crédito,35.0
2026-01-17,Saturday,1,10,128,Ocasional,Espresso Premium,9.5,Bolo Red Velvet,15.0,Delivery,Débito,24.5
2026-01-17,Saturday,1,19,260,Fim de Semana,Cold Brew Especial,17.0,Bolo Red Velvet,15.0,Balcão,Débito,32.0
2026-01-18,Sunday,1,13,192,Ocasional,Cappuccino Italiano,14.0,Torta de Limão Siciliano,16.0,Balcão,Crédito,30.0
2026-01-18,Sunday,1,15,183,Trabalhador,Latte Baunilha,16.0,Sanduíche Caprese,19.0,Delivery,Pix,35.0
2026-01-18,Sunday,1,13,21,Ocasional,Mocha Belga,18.0,Sanduíche Caprese,19.0,Delivery,Crédito,37.0
2026-01-18,Sunday,1,11,124,Ocasional,Cappuccino Italiano,14.0,Sanduíche Caprese,19.0,Delivery,Crédito,33.0
2026-01-18,Sunday,1,15,165,Trabalhador,Cold Brew Especial,17.0,Croissant Francês,13.0,Balcão,Crédito,30.0
2026-01-18,Sunday,1,9,286,Trabalhador,Mocha Belga,18.0,Croissant Francês,13.0,Balcão,Crédito,31.0
2026-01-18,Sunday,1,13,280,Ocasional,Chá Orgânico,12.0,Sanduíche Caprese,19.0,Balcão,Crédito,31.0
2026-01-18,Sunday,1,8,62,Ocasional,Espresso Premium,9.5,Cookie Artesanal,9.0,Balcão,Pix,18.5
2026-01-18,Sunday,1,9,128,Trabalhador,Cold Brew Especial,17.0,Bolo Red Velvet,15.0,Balcão,Pix,32.0
2026-01-18,Sunday,1,13,56,Ocasional,Latte Baunilha,16.0,Quiche de Alho Poró,18.0,Balcão,Crédito,34.0
2026-01-18,Sunday,1,9,249,Trabalhador,Latte Baunilha,16.0,Torta de Limão Siciliano,16.0,Balcão,Crédito,32.0
2026-01-18,Sunday,1,9,208,Trabalhador,Cold Brew Especial,17.0,Croissant Francês,13.0,Delivery,Crédito,30.0
2026-01-18,Sunday,1,18,67,Ocasional,Cold Brew Especial,17.0,Quiche de Alho Poró,18.0,Delivery,Débito,35.0
2026-01-18,Sunday,1,12,215,Fim de Semana,Espresso Premium,9.5,Quiche de Alho Poró,18.0,Balcão,Débito,27.5
2026-01-18,Sunday,1,20,240,Trabalhador,Chá Orgânico,12.0,Bolo Red Velvet,15.0,Balcão,Crédito,27.0
2026-01-18,Sunday,1,18,289,Ocasional,Mocha Belga,18.0,Sanduíche Caprese,19.0,Delivery,Débito,37.0
2026-01-18,Sunday,1,7,10,Trabalhador,Espresso Premium,9.5,Cookie Artesanal,9.0,Balcão,Crédito,18.5
2026-01-18,Sunday,1,20,114,Trabalhador,Espresso Premium,9.5,Cookie Artesanal,9.0,Balcão,Pix,18.5
2026-01-18,Sunday,1,7,138,Fim de Semana,Mocha Belga,18.0,Sanduíche Caprese,19.0,Delivery,Crédito,37.0
2026-01-18,Sunday,1,9,93,Ocasional,Cold Brew Especial,17.0,Croissant Francês,13.0,Balcão,Crédito,30.0
2026-01-18,Sunday,1,8,14,Ocasional,Mocha Belga,18.0,Sanduíche Caprese,19.0,Delivery,Pix,37.0
2026-01-18,Sunday,1,12,92,Fim de Semana,Cappuccino Italiano,14.0,Torta de Limão Siciliano,16.0,Balcão,Pix,30.0
2026-01-18,Sunday,1,11,256,Trabalhador,Cold Brew Especial,17.0,Torta de Limão Siciliano,16.0,Balcão,Crédito,33.0
2026-01-18,Sunday,1,17,61,Ocasional,Chá Orgânico,12.0,Cookie Artesanal,9.0,Balcão,Pix,21.0
2026-01-18,Sunday,1,11,188,Fim de Semana,Cappuccino Italiano,14.0,Sanduíche Caprese,19.0,Delivery,Pix,33.0
2026-01-18,Sunday,1,13,68,Trabalhador,Latte Baunilha,16.0,Sanduíche Caprese,19.0,Balcão,Pix,35.0
2026-01-18,Sunday,1,16,73,Fim de Semana,Cappuccino Italiano,14.0,Bolo Red Velvet,15.0,Delivery,Débito,29.0
2026-01-18,Sunday,1,10,214,Ocasional,Espresso Premium,9.5,Croissant Francês,13.0,Delivery,Pix,22.5
2026-01-18,Sunday,1,19,261,Ocasional,Cold Brew Especial,17.0,Cookie Artesanal,9.0,Balcão,Débito,26.0
2026-01-18,Sunday,1,17,260,Fim de Semana,Espresso Premium,9.5,Torta de Limão Siciliano,16.0,Delivery,Débito,25.5
2026-01-18,Sunday,1,13,186,Trabalhador,Latte Baunilha,16.0,Sanduíche Caprese,19.0,Balcão,Débito,35.0
2026-01-18,Sunday,1,19,75,Fim de Semana,Cappuccino Italiano,14.0,Cookie Artesanal,9.0,Balcão,Pix,23.0
2026-01-18,Sunday,1,12,27,Trabalhador,Espresso Premium,9.5,Torta de Limão Siciliano,16.0,Balcão,Débito,25.5
2026-01-18,Sunday,1,7,74,Trabalhador,Mocha Belga,18.0,Bolo Red Velvet,15.0,Delivery,Pix,33.0
2026-01-18,Sunday,1,7,26,Fim de Semana,Cold Brew Especial,17.0,Torta de Limão Siciliano,16.0,Delivery,Débito,33.0
2026-01-18,Sunday,1,11,38,Trabalhador,Cappuccino Italiano,14.0,Croissant Francês,13.0,Balcão,Débito,27.0
2026-01-18,Sunday,1,8,11,Fim de Semana,Mocha Belga,18.0,Torta de Limão Siciliano,16.0,Balcão,Débito,34.0
2026-01-18,Sunday,1,15,27,Fim de Semana,Latte Baunilha,16.0,Bolo Red Velvet,15.0,Delivery,Crédito,31.0
2026-01-18,Sunday,1,9,156,Ocasional,Cold Brew Especial,17.0,Torta de Limão Siciliano,16.0,Balcão,Débito,33.0
2026-01-18,Sunday,1,18,110,Fim de Semana,Latte Baunilha,16.0,Sanduíche Caprese,19.0,Balcão,Pix,35.0
2026-01-18,Sunday,1,9,116,Fim de Semana,Espresso Premium,9.5,Bolo Red Velvet,15.0,Balcão,Pix,24.5
2026-01-18,Sunday,1,18,11,Trabalhador,Latte Baunilha,16.0,Quiche de Alho Poró,18.0,Delivery,Débito,34.0
2026-01-18,Sunday,1,8,65,Ocasional,Chá Orgânico,12.0,Croissant Francês,13.0,Balcão,Débito,25.0
2026-01-18,Sunday,1,11,93,Fim de Semana,Chá Orgânico,12.0,Torta de Limão Siciliano,16.0,Delivery,Débito,28.0
2026-01-18,Sunday,1,12,144,Ocasional,Mocha Belga,18.0,Quiche de Alho Poró,18.0,Balcão,Crédito,36.0
2026-01-18,Sunday,1,7,73,Trabalhador,Cold Brew Especial,17.0,Bolo Red Velvet,15.0,Delivery,Crédito,32.0
2026-01-18,Sunday,1,11,124,Fim de Semana,Cappuccino Italiano,14.0,Torta de Limão Siciliano,16.0,Balcão,Débito,30.0
2026-01-18,Sunday,1,13,109,Fim de Semana,Chá Orgânico,12.0,Sanduíche Caprese,19.0,Balcão,Débito,31.0
2026-01-18,Sunday,1,16,256,Trabalhador,Cappuccino Italiano,14.0,Croissant Francês,13.0,Balcão,Crédito,27.0
2026-01-18,Sunday,1,14,296,Fim de Semana,Chá Orgânico,12.0,Torta de Limão Siciliano,16.0,Delivery,Crédito,28.0
2026-01-18,Sunday,1,20,94,Ocasional,Latte Baunilha,16.0,Sanduíche Caprese,19.0,Delivery,Crédito,35.0
2026-01-18,Sunday,1,11,102,Fim de Semana,Chá Orgânico,12.0,Cookie Artesanal,9.0,Balcão,Pix,21.0
2026-01-18,Sunday,1,17,279,Ocasional,Espresso Premium,9.5,Torta de Limão Siciliano,16.0,Delivery,Débito,25.5
2026-01-18,Sunday,1,17,157,Trabalhador,Latte Baunilha,16.0,Bolo Red Velvet,15.0,Balcão,Débito,31.0
2026-01-18,Sunday,1,18,197,Fim de Semana,Espresso Premium,9.5,Croissant Francês,13.0,Delivery,Débito,22.5
2026-01-18,Sunday,1,16,264,Ocasional,Mocha Belga,18.0,Cookie Artesanal,9.0,Delivery,Crédito,27.0
2026-01-18,Sunday,1,13,276,Ocasional,Espresso Premium,9.5,Cookie Artesanal,9.0,Delivery,Débito,18.5
2026-01-18,Sunday,1,12,160,Trabalhador,Cold Brew Especial,17.0,Torta de Limão Siciliano,16.0,Balcão,Crédito,33.0
2026-01-18,Sunday,1,8,111,Trabalhador,Espresso Premium,9.5,Sanduíche Caprese,19.0,Balcão,Débito,28.5
2026-01-18,Sunday,1,15,277,Fim de Semana,Cappuccino Italiano,14.0,Torta de Limão Siciliano,16.0,Balcão,Débito,30.0
2026-01-18,Sunday,1,17,188,Ocasional,Cappuccino Italiano,14.0,Croissant Francês,13.0,Balcão,Débito,27.0
2026-01-18,Sunday,1,10,122,Ocasional,Latte Baunilha,16.0,Bolo Red Velvet,15.0,Balcão,Débito,31.0
2026-01-18,Sunday,1,9,57,Trabalhador,Chá Orgânico,12.0,Sanduíche Caprese,19.0,Balcão,Débito,31.0
2026-01-18,Sunday,1,20,285,Trabalhador,Latte Baunilha,16.0,Croissant Francês,13.0,Delivery,Débito,29.0
2026-01-18,Sunday,1,8,180,Trabalhador,Cappuccino Italiano,14.0,Croissant Francês,13.0,Balcão,Débito,27.0
